taxa,sp_ncbi,species,gtime,gtime.notes
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.532894737,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.69047619,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.590909091,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,4.091836735,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.163636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,4.306818182,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.808641975,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.363636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.301470588,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.405940594,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.465116279,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.277404922,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,4.310344828,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.481481481,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.272727273,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.388471178,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.638676845,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,4.163636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.486725664,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.460431655,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.600456621,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.352941176,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.340659341,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.43597561,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.280701754,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.487804878,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.380952381,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.709302326,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.619047619,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.41509434,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.596491228,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.44,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.441558442,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.276836158,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.902777778,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.671348315,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.965753425,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,4.071428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.754716981,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.725,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.99047619,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.933333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.994949495,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.968253968,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.826086957,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.947368421,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.973684211,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.714285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,3.928679818,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,4,NA
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4,NA
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5,NA
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.415737705,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.208848289,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.956199877,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.039548023,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.904347826,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.123531386,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.265074486,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.488245931,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.912028725,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.688311688,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.970976253,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.805555556,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.879012346,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.873015873,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.364361079,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.633064516,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.064026959,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.36101083,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.198305617,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.91025641,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.433717579,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.916384181,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.443298969,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.189003436,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.701886792,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.175257732,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,NA,NA
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.58974359,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.446721311,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.656097851,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.262135922,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.129248846,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.468566008,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.451612903,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.860449735,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.447236181,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.793308662,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.058139535,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.034985423,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.173913043,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.041031036,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.20292887,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.373675582,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.550458716,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.810718358,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.921875,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.245551601,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.231884058,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,3.791773779,Calculated as mean population freshwater age + mean population saltwater age + 1
