taxa,sp_ncbi,species,gtime,gtime.notes
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.452830189,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.516129032,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.825688073,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.424418605,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.918495298,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.821428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.75,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.652671756,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.891050584,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.752840909,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.644444444,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.925847458,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,3.964912281,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.476190476,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.892011834,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.190735695,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.483253589,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.928725702,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.945378151,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.72513089,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.954022989,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.210526316,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.56097561,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.555555556,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.934782609,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.7109375,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.454545455,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.692307692,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.235294118,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.158415842,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.946927374,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.002544529,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.976027397,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.514018692,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.587012987,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.296296296,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.906666667,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.992217899,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.987951807,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.61971831,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.090909091,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.013157895,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.35483871,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,3.794117647,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.018348624,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.578947368,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.552763819,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.873333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.133333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.820895522,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.791139241,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.023648649,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.011857708,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.871637202,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.939597315,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.829090909,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.813333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.612903226,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.690647482,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.2,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.537634409,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,6.09375,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.6,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.918918919,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.775,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.782722513,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.128952263,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.204775023,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.084415584,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.384364821,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.888888889,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.557200538,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.063157895,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.720930233,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.046052632,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.347826087,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.986996099,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.907630522,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.786146234,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.182352941,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.380952381,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.043973941,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.28836425,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.041237113,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.295454545,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.825787402,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.876404494,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.470588235,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.815789474,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.970588235,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.171428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.985294118,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.659695817,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.852941176,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.06836248,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.958333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,5.056179775,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.259547935,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.378640777,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.358208955,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.06,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus nerka,Oncorhynchus nerka,4.891891892,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4,NA
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.2,NA
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.549941246,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,6.14,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.406153846,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.2,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.729166667,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.448148148,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.078651685,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.183908046,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.38952164,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.88,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.754385965,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.020618557,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.625,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.385542169,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.314814815,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.271028037,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.323943662,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.710784314,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.735294118,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.931818182,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.670886076,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.424242424,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.322580645,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.037037037,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.483146067,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.090909091,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.019607843,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.685714286,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.405737705,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.220030349,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.481848185,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.235443038,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.222222222,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.34358047,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.631840796,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.636363636,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.214285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.769230769,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.403614458,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.959334566,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.771929825,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.658385093,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.444444444,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.442857143,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.05,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.879581152,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.928571429,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.591836735,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.590909091,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.630434783,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.762308998,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.62,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.111111111,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.386243386,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.050073638,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,6.16091954,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.625468165,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.844444444,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.507246377,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.878787879,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.616216216,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.538461538,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.422360248,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.008695652,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,6.007575758,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.076923077,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.405405405,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.233480176,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.578034682,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.633027523,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.483695652,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.074468085,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,6.08,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.576923077,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.966666667,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.258741259,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.878787879,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.661290323,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.338345865,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.022727273,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.672413793,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.909090909,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.181818182,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.631578947,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.372881356,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.62,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.631578947,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.148148148,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.192771084,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.391089109,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.914285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.141025641,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.681818182,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.009345794,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.4,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.774193548,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,2.5,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.550724638,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.829268293,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.755555556,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.770491803,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.050847458,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.813953488,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.24,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.574468085,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.820512821,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.272727273,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.768844221,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.214285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.071428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.91627907,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.283911672,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.029411765,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.283333333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.258889333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.555555556,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.650406504,Calculated as mean population freshwater age + mean population saltwater age + 1
